Date	Plot	Section	Buds	Flowers	Senescent	TotalFlowering	Field_remarks	General_remarks
2005-07-15	Cas3	B	-9999	-9999	-9999	216	No remarks	Note: Raw data missing. Total number only available for entire plot (862), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas3	C	-9999	-9999	-9999	216	No remarks	Note: Raw data missing. Total number only available for entire plot (862), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas3	D	-9999	-9999	-9999	216	No remarks	Note: Raw data missing. Total number only available for entire plot (862), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas4	A	-9999	-9999	-9999	464	No remarks	Note: Raw data missing. Total number only available for entire plot (1857), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas4	B	-9999	-9999	-9999	464	No remarks	Note: Raw data missing. Total number only available for entire plot (1857), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas4	C	-9999	-9999	-9999	464	No remarks	Note: Raw data missing. Total number only available for entire plot (1857), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas4	D	-9999	-9999	-9999	464	No remarks	Note: Raw data missing. Total number only available for entire plot (1857), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas5	A	-9999	-9999	-9999	662	No remarks	Note: Raw data missing. Total number only available for entire plot (2648), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas5	B	-9999	-9999	-9999	662	No remarks	Note: Raw data missing. Total number only available for entire plot (2648), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas5	C	-9999	-9999	-9999	662	No remarks	Note: Raw data missing. Total number only available for entire plot (2648), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas5	D	-9999	-9999	-9999	662	No remarks	Note: Raw data missing. Total number only available for entire plot (2648), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas6	A	-9999	-9999	-9999	985	No remarks	Note: Raw data missing. Total number only available for entire plot (3938), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas6	B	-9999	-9999	-9999	985	No remarks	Note: Raw data missing. Total number only available for entire plot (3938), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas6	C	-9999	-9999	-9999	985	No remarks	Note: Raw data missing. Total number only available for entire plot (3938), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas6	D	-9999	-9999	-9999	985	No remarks	Note: Raw data missing. Total number only available for entire plot (3938), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2006-07-05	Cas1	A	89	147	0	236	No remarks	No remarks
2006-07-05	Cas1	B	132	201	0	333	No remarks	No remarks
2006-07-05	Cas1	C	93	222	0	315	No remarks	No remarks
2006-07-05	Cas1	D	33	56	0	89	No remarks	No remarks
2006-07-11	Cas5	A	35	188	5	228	No remarks	No remarks
2006-07-11	Cas5	B	11	304	3	318	No remarks	No remarks
2006-07-11	Cas5	C	33	245	26	304	No remarks	No remarks
2006-07-11	Cas5	D	25	354	9	388	No remarks	No remarks
2006-07-25	Cas2	A	10	121	9	140	No remarks	No remarks
2006-07-25	Cas2	B	24	160	11	195	No remarks	No remarks
2006-07-25	Cas2	C	29	97	7	133	No remarks	No remarks
2006-07-25	Cas2	D	23	91	11	125	No remarks	No remarks
2006-07-25	Cas3	A	1	60	11	72	No remarks	No remarks
2006-07-25	Cas3	B	5	154	6	165	No remarks	No remarks
2006-07-25	Cas3	C	3	122	7	132	No remarks	No remarks
2006-07-25	Cas3	D	0	62	1	63	No remarks	No remarks
2006-07-25	Cas4	A	1	158	13	172	No remarks	No remarks
2006-07-25	Cas4	B	0	67	6	73	No remarks	No remarks
2006-07-25	Cas4	C	0	84	54	138	No remarks	No remarks
2006-07-25	Cas4	D	0	128	9	137	No remarks	No remarks
2006-07-27	Cas6	A	3	17	1	21	No remarks	No remarks
2006-07-27	Cas6	B	3	78	1	82	No remarks	No remarks
2006-07-27	Cas6	C	45	215	6	266	No remarks	No remarks
2006-07-27	Cas6	D	61	180	0	241	No remarks	No remarks
2007-07-05	Cas1	A	1	95	0	96	Total count	No remarks
2007-07-05	Cas1	B	0	122	0	122	Total count	No remarks
2007-07-05	Cas1	C	4	149	1	154	Total count	No remarks
2007-07-05	Cas1	D	1	62	0	63	Total count	No remarks
2007-07-13	Cas2	A	3	67	19	89	Total count	No remarks
2007-07-13	Cas2	B	1	78	7	86	Total count	No remarks
2007-07-13	Cas2	C	0	68	10	78	Total count	No remarks
2007-07-13	Cas2	D	2	44	1	47	Total count	No remarks
2007-07-13	Cas3	A	0	15	6	21	Total count	No remarks
2007-07-13	Cas3	B	0	34	1	35	Total count	No remarks
2007-07-13	Cas3	C	0	17	0	17	Total count	No remarks
2007-07-13	Cas3	D	0	11	2	13	Total count	No remarks
2007-07-13	Cas4	A	3	27	0	30	Total count	No remarks
2007-07-13	Cas4	B	0	35	6	41	Total count	No remarks
2007-07-13	Cas4	C	0	75	14	89	Total count	No remarks
2007-07-13	Cas4	D	1	58	4	63	Total count	No remarks
2008-07-12	Cas1	A	2	166	12	180	Total Count	No remarks
2008-07-12	Cas1	B	4	334	110	448	Total Count	No remarks
2008-07-12	Cas1	C	3	240	87	330	Total Count	No remarks
2008-07-12	Cas1	D	1	184	40	225	Total Count	No remarks
2008-07-21	Cas2	A	0	128	80	208	Total Count	No remarks
2008-07-21	Cas2	B	0	237	45	282	Total Count	No remarks
2008-07-21	Cas2	C	7	193	76	276	Total Count	No remarks
2008-07-21	Cas2	D	5	166	21	192	Total Count	No remarks
2008-07-25	Cas4	A	0	228	101	329	Total	No remarks
2008-07-25	Cas4	B	0	76	158	234	Total	No remarks
2008-07-25	Cas4	C	0	218	241	459	Total	No remarks
2008-07-25	Cas4	D	2	181	135	318	Total	No remarks
2008-07-29	Cas3	A	2	2	179	183	Total	No remarks
2008-07-29	Cas3	B	4	0	263	267	Total	No remarks
2008-07-29	Cas3	C	3	0	177	180	Total	No remarks
2008-07-29	Cas3	D	0	0	74	74	Total	No remarks
2009-07-08	Cas2	A	4	71	48	123	No remarks	No remarks
2009-07-08	Cas2	B	1	111	30	142	No remarks	No remarks
2009-07-08	Cas2	C	0	108	15	123	No remarks	No remarks
2009-07-08	Cas2	D	0	155	12	167	No remarks	No remarks
2009-07-08	Cas3	A	0	51	17	68	No remarks	No remarks
2009-07-08	Cas3	B	0	55	28	83	No remarks	No remarks
2009-07-08	Cas3	C	0	58	22	80	No remarks	No remarks
2009-07-08	Cas3	D	0	19	6	25	No remarks	No remarks
2009-07-15	Cas4	A	0	70	43	113	No remarks	No remarks
2009-07-15	Cas4	B	0	40	22	62	No remarks	No remarks
2009-07-15	Cas4	C	0	103	94	197	No remarks	No remarks
2009-07-15	Cas4	D	0	46	19	65	No remarks	No remarks
2009-07-24	Cas1	A	0	0	68	68	Finished	No remarks
2009-07-24	Cas1	B	0	0	62	62	Finished	No remarks
2009-07-24	Cas1	C	0	0	74	74	Finished	No remarks
2009-07-24	Cas1	D	0	0	29	29	Finished	No remarks
2010-07-09	Cas1	A	0	48	40	88	No remarks	No remarks
2010-07-09	Cas1	B	0	79	61	140	No remarks	No remarks
2010-07-09	Cas1	C	0	56	75	131	No remarks	No remarks
2010-07-09	Cas1	D	0	48	24	72	No remarks	No remarks
2010-07-15	Cas2	A	0	49	7	56	No remarks	No remarks
2010-07-15	Cas2	B	3	80	11	94	No remarks	No remarks
2010-07-15	Cas2	C	0	95	43	138	No remarks	No remarks
2010-07-15	Cas2	D	0	34	18	52	No remarks	No remarks
2010-07-15	Cas3	A	0	24	6	30	No remarks	No remarks
2010-07-15	Cas3	B	0	79	3	82	No remarks	No remarks
2010-07-15	Cas3	C	1	54	30	85	No remarks	No remarks
2010-07-15	Cas3	D	0	26	4	30	No remarks	No remarks
2010-07-15	Cas4	A	2	83	0	85	No remarks	No remarks
2010-07-15	Cas4	B	1	30	3	34	No remarks	No remarks
2010-07-15	Cas4	C	2	115	0	117	No remarks	No remarks
2010-07-15	Cas4	D	0	68	0	68	No remarks	No remarks
2011-07-05	Cas1	A	-9999	-9999	-9999	242	No remarks	Total count, LAHH no differentiated count
2011-07-05	Cas1	B	-9999	-9999	-9999	277	No remarks	Total count, LAHH no differentiated count
2011-07-05	Cas1	C	-9999	-9999	-9999	241	No remarks	Total count, LAHH no differentiated count
2011-07-05	Cas1	D	-9999	-9999	-9999	130	No remarks	Total count, LAHH no differentiated count
2011-07-05	Cas2	A	-9999	-9999	-9999	212	No remarks	Total count, LAHH no differentiated count
2011-07-05	Cas2	B	-9999	-9999	-9999	334	No remarks	Total count, LAHH no differentiated count
2011-07-05	Cas2	C	-9999	-9999	-9999	256	No remarks	Total count, LAHH no differentiated count
2011-07-05	Cas2	D	-9999	-9999	-9999	243	No remarks	Total count, LAHH no differentiated count
2011-07-11	Cas3	A	-9999	-9999	-9999	152	No remarks	Total count, LAHH no differentiated count
2011-07-11	Cas3	B	-9999	-9999	-9999	171	No remarks	Total count, LAHH no differentiated count
2011-07-11	Cas3	C	-9999	-9999	-9999	119	No remarks	Total count, LAHH no differentiated count
2011-07-11	Cas3	D	-9999	-9999	-9999	47	No remarks	Total count, LAHH no differentiated count
2011-07-11	Cas4	A	-9999	-9999	-9999	191	No remarks	Total count, LAHH no differentiated count
2011-07-11	Cas4	B	-9999	-9999	-9999	200	No remarks	Total count, LAHH no differentiated count
2011-07-11	Cas4	C	-9999	-9999	-9999	126	No remarks	Total count, LAHH no differentiated count
2011-07-11	Cas4	D	-9999	-9999	-9999	142	No remarks	Total count, LAHH no differentiated count
2011-07-11	K1C	NA	-9999	-9999	-9999	179	No remarks	Total count, LAHH no differentiated count
2011-07-11	K2C	NA	-9999	-9999	-9999	103	No remarks	Total count, LAHH no differentiated count
2011-07-11	K3C	NA	-9999	-9999	-9999	52	No remarks	Total count, LAHH no differentiated count
2011-07-11	K4C	NA	-9999	-9999	-9999	307	No remarks	Total count, LAHH no differentiated count
2011-07-11	K5C	NA	-9999	-9999	-9999	266	No remarks	Total count, LAHH no differentiated count
2011-07-11	W1C	NA	-9999	-9999	-9999	452	No remarks	Total count, LAHH no differentiated count
2011-07-11	W2C	NA	-9999	-9999	-9999	151	No remarks	Total count, LAHH no differentiated count
2011-07-11	W3C	NA	-9999	-9999	-9999	106	No remarks	Total count, LAHH no differentiated count
2011-07-11	W4C	NA	-9999	-9999	-9999	497	No remarks	Total count, LAHH no differentiated count
2011-07-11	W5C	NA	-9999	-9999	-9999	235	No remarks	Total count, LAHH no differentiated count
2012-07-15	Cas1	A	0	244	14	258	With string	No remarks
2012-07-15	Cas1	B	1	198	28	227	With string	No remarks
2012-07-15	Cas1	C	0	175	57	232	With string	No remarks
2012-07-15	Cas1	D	0	51	31	82	With string	No remarks
2012-07-16	Cas3	A	0	138	2	140	With string	No remarks
2012-07-16	Cas3	B	1	174	1	176	With string	No remarks
2012-07-16	Cas3	C	1	122	6	129	With string	No remarks
2012-07-16	Cas3	D	0	44	1	45	With string	No remarks
2012-07-29	Cas4	A	1	56	170	227	No remarks	No remarks
2012-07-29	Cas4	B	0	12	86	98	No remarks	No remarks
2012-07-29	Cas4	C	0	35	142	177	No remarks	No remarks
2012-07-29	Cas4	D	0	29	84	113	No remarks	No remarks
2012-08-06	Cas2	A	0	1	374	375	No remarks	No remarks
2012-08-06	Cas2	B	2	0	371	373	No remarks	No remarks
2012-08-06	Cas2	C	0	0	411	411	No remarks	No remarks
2012-08-06	Cas2	D	0	3	297	300	No remarks	No remarks
2013-06-24	Cas1	A	-9999	-9999	-9999	79	No remarks	No remarks
2013-06-24	Cas1	B	-9999	-9999	-9999	49	No remarks	No remarks
2013-06-24	Cas1	C	-9999	-9999	-9999	16	No remarks	No remarks
2013-06-24	Cas1	D	-9999	-9999	-9999	4	No remarks	No remarks
2013-07-01	Cas3	A	-9999	-9999	-9999	48	No remarks	No remarks
2013-07-01	Cas3	B	-9999	-9999	-9999	50	No remarks	No remarks
2013-07-01	Cas3	C	-9999	-9999	-9999	72	No remarks	No remarks
2013-07-01	Cas3	D	-9999	-9999	-9999	23	No remarks	No remarks
2013-07-08	Cas2	A	-9999	-9999	-9999	128	No remarks	No remarks
2013-07-08	Cas2	B	-9999	-9999	-9999	233	No remarks	No remarks
2013-07-08	Cas2	C	-9999	-9999	-9999	177	No remarks	No remarks
2013-07-08	Cas2	D	-9999	-9999	-9999	151	No remarks	No remarks
2013-07-11	Cas4	A	-9999	-9999	-9999	220	Total count	No remarks
2013-07-11	Cas4	B	-9999	-9999	-9999	93	Total count	No remarks
2013-07-11	Cas4	C	-9999	-9999	-9999	96	Total count	No remarks
2013-07-11	Cas4	D	-9999	-9999	-9999	88	Total count	No remarks
2014-07-16	Cas1	A	-9999	-9999	-9999	112	No remarks	No remarks
2014-07-16	Cas1	B	-9999	-9999	-9999	32	No remarks	No remarks
2014-07-16	Cas1	C	-9999	-9999	-9999	7	No remarks	No remarks
2014-07-16	Cas1	D	-9999	-9999	-9999	1	No remarks	No remarks
2014-07-23	Cas2	A	-9999	-9999	-9999	36	No remarks	No remarks
2014-07-23	Cas2	B	-9999	-9999	-9999	42	No remarks	No remarks
2014-07-23	Cas2	C	-9999	-9999	-9999	84	No remarks	No remarks
2014-07-23	Cas2	D	-9999	-9999	-9999	67	No remarks	No remarks
2014-08-06	Cas4	A	-9999	-9999	-9999	72	Total count	No remarks
2014-08-06	Cas4	B	-9999	-9999	-9999	38	No remarks	No remarks
2014-08-06	Cas4	C	-9999	-9999	-9999	84	Total count	No remarks
2014-08-06	Cas4	D	-9999	-9999	-9999	74	Total count	No remarks
2014-08-12	Cas3	A	-9999	-9999	-9999	60	No remarks	No remarks
2014-08-12	Cas3	B	-9999	-9999	-9999	94	No remarks	No remarks
2014-08-12	Cas3	C	-9999	-9999	-9999	62	No remarks	No remarks
2014-08-12	Cas3	D	-9999	-9999	-9999	10	No remarks	No remarks
2015-07-13	Cas1	A	-9999	-9999	-9999	45	No remarks	No remarks
2015-07-13	Cas1	B	-9999	-9999	-9999	25	No remarks	No remarks
2015-07-13	Cas1	C	-9999	-9999	-9999	51	No remarks	No remarks
2015-07-13	Cas1	D	-9999	-9999	-9999	2	No remarks	No remarks
2015-07-20	Cas2	A	-9999	-9999	-9999	5	No remarks	No remarks
2015-07-20	Cas2	B	-9999	-9999	-9999	22	No remarks	No remarks
2015-07-20	Cas2	C	-9999	-9999	-9999	33	No remarks	No remarks
2015-07-20	Cas2	D	-9999	-9999	-9999	29	No remarks	No remarks
2015-07-20	Cas3	A	-9999	-9999	-9999	64	No remarks	No remarks
2015-07-20	Cas3	B	-9999	-9999	-9999	68	No remarks	No remarks
2015-07-20	Cas3	C	-9999	-9999	-9999	30	No remarks	No remarks
2015-07-20	Cas3	D	-9999	-9999	-9999	14	No remarks	No remarks
2015-07-20	Cas4	A	-9999	-9999	-9999	12	No remarks	No remarks
2015-07-20	Cas4	B	-9999	-9999	-9999	3	No remarks	No remarks
2015-07-20	Cas4	C	-9999	-9999	-9999	27	No remarks	No remarks
2015-07-20	Cas4	D	-9999	-9999	-9999	12	No remarks	No remarks
2016-07-11	Cas1	A	0	135	58	193	With string	No remarks
2016-07-11	Cas1	B	0	84	45	129	With string	No remarks
2016-07-11	Cas1	C	0	23	206	229	With string	No remarks
2016-07-11	Cas1	D	0	13	18	31	With string	No remarks
2016-07-15	Cas2	A	0	1	13	14	No remarks	No remarks
2016-07-15	Cas2	B	0	21	14	35	No remarks	No remarks
2016-07-15	Cas2	C	1	35	41	77	No remarks	No remarks
2016-07-15	Cas2	D	0	19	25	44	No remarks	No remarks
2016-07-15	Cas3	A	0	19	13	32	No remarks	No remarks
2016-07-15	Cas3	B	0	38	24	62	No remarks	No remarks
2016-07-15	Cas3	C	0	41	31	72	No remarks	No remarks
2016-07-15	Cas3	D	0	0	11	11	No remarks	No remarks
2016-07-15	Cas4	A	0	3	0	3	No remarks	No remarks
2016-07-15	Cas4	B	0	0	0	0	Empty	No remarks
2016-07-15	Cas4	C	1	0	0	1	No remarks	No remarks
2016-07-15	Cas4	D	0	17	4	21	No remarks	No remarks
2017-07-15	Cas1	A	27	48	7	82	No remarks	No remarks
2017-07-15	Cas1	B	5	63	21	89	No remarks	No remarks
2017-07-15	Cas1	C	4	29	20	53	No remarks	No remarks
2017-07-15	Cas1	D	0	65	38	103	No remarks	No remarks
2017-07-15	Cas3	A	18	177	1	196	No remarks	No remarks
2017-07-15	Cas3	B	11	230	2	243	No remarks	No remarks
2017-07-15	Cas3	C	11	150	3	164	No remarks	No remarks
2017-07-15	Cas3	D	1	63	0	64	No remarks	No remarks
2017-07-27	Cas4	A	0	85	169	254	No remarks	No remarks
2017-07-27	Cas4	B	0	19	72	91	No remarks	No remarks
2017-07-27	Cas4	C	0	45	232	277	No remarks	No remarks
2017-07-27	Cas4	D	0	25	125	150	No remarks	No remarks
2017-08-04	Cas2	A	18	0	193	211	No remarks	No remarks
2017-08-04	Cas2	B	27	0	282	309	No remarks	No remarks
2017-08-04	Cas2	C	18	0	421	439	No remarks	No remarks
2017-08-04	Cas2	D	13	0	232	245	No remarks	No remarks
2018-08-09	Cas2	C	94	0	0	94	No remarks	No remarks
2018-08-09	Cas4	C	88	0	0	88	No remarks	No remarks
2018-08-13	Cas1	A	16	52	149	217	With strings	No remarks
2018-08-13	Cas1	B	3	8	64	75	With strings	No remarks
2018-08-13	Cas1	C	2	0	29	31	With strings	No remarks
2018-08-13	Cas1	D	8	1	60	69	With strings	No remarks
2018-08-16	Cas3	C	7	37	0	44	No remarks	No remarks
2018-08-16	Cas3	D	0	12	0	12	No remarks	No remarks
2018-08-16	Cas4	A	13	11	0	24	No remarks	No remarks
2018-08-16	Cas4	B	18	22	0	40	No remarks	No remarks
2018-08-23	Cas2	A	40	0	0	40	Not developing?	No remarks
2018-08-23	Cas2	B	37	0	0	37	Not developing?	No remarks
2018-08-23	Cas2	D	72	13	0	85	Many buds not deloping	No remarks
2018-08-23	Cas3	A	33	0	38	71	Some buds dried up	No remarks
2018-08-23	Cas3	B	10	1	29	40	Some buds dried up	No remarks
2018-08-23	Cas4	D	14	10	64	88	No remarks	No remarks
2019-08-07	Cas1	A	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas1	B	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas1	C	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas1	D	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas2	A	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas2	B	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas2	C	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas2	D	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas3	A	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas3	B	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas3	C	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas3	D	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas4	A	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas4	B	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas4	C	0	0	0	0	No flowers through the summer	No remarks
2019-08-07	Cas4	D	0	0	0	0	No flowers through the summer	No remarks
2020-07-01	Cas3	A	0	89	1	90	Total	No remarks
2020-07-01	Cas3	B	4	82	0	86	Total	No remarks
2020-07-01	Cas3	C	1	64	0	65	Total	No remarks
2020-07-01	Cas3	D	0	6	0	6	Total	No remarks
2020-07-09	Cas1	A	0	195	19	214	Total	No remarks
2020-07-09	Cas1	B	0	130	2	132	Total	No remarks
2020-07-09	Cas1	C	0	111	13	124	Total	No remarks
2020-07-09	Cas1	D	1	53	6	60	Total	No remarks
2020-07-15	Cas4	A	1	46	2	49	Total	No remarks
2020-07-15	Cas4	B	0	46	4	50	Total	No remarks
2020-07-15	Cas4	C	0	51	5	56	Total	No remarks
2020-07-15	Cas4	D	0	19	9	28	Total	No remarks
2020-07-31	Cas2	A	1	1	16	18	Total	No remarks
2020-07-31	Cas2	B	4	0	13	17	Total	No remarks
2020-07-31	Cas2	C	1	0	46	47	Total	No remarks
2020-07-31	Cas2	D	1	0	47	48	Total	No remarks
